,Country of Origin,Notified by,number of links,x_x,y_x,x_y,y_y
332,Ecuador,Poland,1,-78.752019225,-1.42381612488,19.3901283493,52.1275956442
333,Ecuador,Portugal,4,-78.752019225,-1.42381612488,-8.50104361268,39.5955067145
334,Ecuador,Slovakia,1,-78.752019225,-1.42381612488,19.4790521811,48.7054752813
335,Ecuador,Spain,6,-78.752019225,-1.42381612488,-3.64755047323,40.2444869811
336,Ecuador,United Kingdom,2,-78.752019225,-1.42381612488,-2.86563164084,54.1238715577
337,Egypt,Belgium,2,29.8619009908,26.4959331064,4.64065113918,50.6398157556
338,Egypt,Bulgaria,2,29.8619009908,26.4959331064,25.2155290863,42.7689031797
339,Egypt,Canada,1,29.8619009908,26.4959331064,-98.3077702819,61.3620632437
340,Egypt,Croatia,1,29.8619009908,26.4959331064,16.404128994,45.0804763057
341,Egypt,Cyprus,6,29.8619009908,26.4959331064,33.0060021957,34.916672112
342,Egypt,Denmark,2,29.8619009908,26.4959331064,10.0280099191,55.9812529593
343,Egypt,Estonia,1,29.8619009908,26.4959331064,25.5424853656,58.6719297173
344,Egypt,France,3,29.8619009908,26.4959331064,-2.76172944519,42.1734401107
345,Egypt,Germany,9,29.8619009908,26.4959331064,10.385780508,51.1069818075
346,Egypt,Greece,8,29.8619009908,26.4959331064,22.9555579369,39.0746962307
347,Egypt,Ireland,2,29.8619009908,26.4959331064,-8.13793568667,53.175448704
348,Egypt,Italy,22,29.8619009908,26.4959331064,12.0700133907,42.796626414
349,Egypt,Lithuania,1,29.8619009908,26.4959331064,23.8871935548,55.3261098445
350,Egypt,Malta,5,29.8619009908,26.4959331064,14.4052331643,35.9214963221
351,Egypt,Netherlands,17,29.8619009908,26.4959331064,5.28144793007,52.1007899002
352,Egypt,Norway,1,29.8619009908,26.4959331064,15.3483465622,68.7501557205
353,Egypt,Poland,5,29.8619009908,26.4959331064,19.3901283493,52.1275956442
354,Egypt,Slovenia,7,29.8619009908,26.4959331064,14.8044423776,46.1155477207
355,Egypt,Spain,4,29.8619009908,26.4959331064,-3.64755047323,40.2444869811
356,Egypt,Sweden,7,29.8619009908,26.4959331064,16.7455804869,62.7796651931
357,Egypt,United Kingdom,6,29.8619009908,26.4959331064,-2.86563164084,54.1238715577
358,Egypt,United States,6,29.8619009908,26.4959331064,-112.4616737,45.6795472026
359,El Salvador,Canada,1,-88.8716446906,13.7394374383,-98.3077702819,61.3620632437
360,El Salvador,Italy,1,-88.8716446906,13.7394374383,12.0700133907,42.796626414
361,El Salvador,Spain,1,-88.8716446906,13.7394374383,-3.64755047323,40.2444869811
362,Estonia,Denmark,1,25.5424853656,58.6719297173,10.0280099191,55.9812529593
363,Estonia,Finland,4,25.5424853656,58.6719297173,26.2746656042,64.4988460349
364,Estonia,France,3,25.5424853656,58.6719297173,-2.76172944519,42.1734401107
365,Estonia,Germany,1,25.5424853656,58.6719297173,10.385780508,51.1069818075
366,Estonia,Italy,4,25.5424853656,58.6719297173,12.0700133907,42.796626414
367,Estonia,Latvia,2,25.5424853656,58.6719297173,24.9123598332,56.8508516268
368,Estonia,Sweden,2,25.5424853656,58.6719297173,16.7455804869,62.7796651931
369,Estonia,Switzerland,1,25.5424853656,58.6719297173,8.20867470615,46.7978587836
370,Estonia,United Kingdom,1,25.5424853656,58.6719297173,-2.86563164084,54.1238715577
371,Ethiopia,France,5,39.6008009763,8.6227867931,-2.76172944519,42.1734401107
372,Ethiopia,Greece,23,39.6008009763,8.6227867931,22.9555579369,39.0746962307
373,Ethiopia,Italy,1,39.6008009763,8.6227867931,12.0700133907,42.796626414
374,Ethiopia,Japan,8,39.6008009763,8.6227867931,138.030895577,37.592301353
375,Ethiopia,Netherlands,4,39.6008009763,8.6227867931,5.28144793007,52.1007899002
376,Ethiopia,United Kingdom,9,39.6008009763,8.6227867931,-2.86563164084,54.1238715577
377,Faeroe Is.,Iceland,1,-6.88095423426,62.0538540321,-18.5739616708,64.9957538607
378,Faeroe Is.,Ireland,1,-6.88095423426,62.0538540321,-8.13793568667,53.175448704
379,Faeroe Is.,Italy,1,-6.88095423426,62.0538540321,12.0700133907,42.796626414
380,Falkland Is.,Spain,1,-59.35238956,-51.7448395441,-3.64755047323,40.2444869811
381,Fiji,Malta,2,165.451954318,-17.4285803175,14.4052331643,35.9214963221
382,Finland,Denmark,1,26.2746656042,64.4988460349,10.0280099191,55.9812529593
383,Finland,Estonia,2,26.2746656042,64.4988460349,25.5424853656,58.6719297173
384,Finland,Japan,5,26.2746656042,64.4988460349,138.030895577,37.592301353
385,Finland,Netherlands,2,26.2746656042,64.4988460349,5.28144793007,52.1007899002
386,Finland,Sweden,5,26.2746656042,64.4988460349,16.7455804869,62.7796651931
387,France,Argentina,1,-2.76172944519,42.1734401107,-65.179806925,-35.3813487953
388,France,Australia,2,-2.76172944519,42.1734401107,134.491000082,-25.7328870417
389,France,Austria,4,-2.76172944519,42.1734401107,14.1264760996,47.585494392
390,France,Belgium,61,-2.76172944519,42.1734401107,4.64065113918,50.6398157556
391,France,Canada,4,-2.76172944519,42.1734401107,-98.3077702819,61.3620632437
392,France,Denmark,45,-2.76172944519,42.1734401107,10.0280099191,55.9812529593
393,France,Finland,9,-2.76172944519,42.1734401107,26.2746656042,64.4988460349
394,France,Germany,49,-2.76172944519,42.1734401107,10.385780508,51.1069818075
395,France,Hong Kong,1,-2.76172944519,42.1734401107,114.113804542,22.3982773723
396,France,Ireland,9,-2.76172944519,42.1734401107,-8.13793568667,53.175448704
397,France,Italy,130,-2.76172944519,42.1734401107,12.0700133907,42.796626414
398,France,Japan,81,-2.76172944519,42.1734401107,138.030895577,37.592301353
399,France,Luxembourg,6,-2.76172944519,42.1734401107,6.07182201066,49.7672536068
400,France,Malta,1,-2.76172944519,42.1734401107,14.4052331643,35.9214963221
401,France,Netherlands,46,-2.76172944519,42.1734401107,5.28144793007,52.1007899002
402,France,Norway,5,-2.76172944519,42.1734401107,15.3483465622,68.7501557205
403,France,Poland,2,-2.76172944519,42.1734401107,19.3901283493,52.1275956442
404,France,Portugal,1,-2.76172944519,42.1734401107,-8.50104361268,39.5955067145
405,France,Romania,1,-2.76172944519,42.1734401107,24.9729303933,45.8524312742
406,France,Slovakia,1,-2.76172944519,42.1734401107,19.4790521811,48.7054752813
407,France,Spain,16,-2.76172944519,42.1734401107,-3.64755047323,40.2444869811
408,France,Sweden,13,-2.76172944519,42.1734401107,16.7455804869,62.7796651931
409,France,Switzerland,11,-2.76172944519,42.1734401107,8.20867470615,46.7978587836
410,France,United Kingdom,16,-2.76172944519,42.1734401107,-2.86563164084,54.1238715577
411,France,United States,8,-2.76172944519,42.1734401107,-112.4616737,45.6795472026
412,Gambia,Belgium,1,-15.3960129463,13.4496524352,4.64065113918,50.6398157556
413,Gambia,United Kingdom,1,-15.3960129463,13.4496524352,-2.86563164084,54.1238715577
414,Georgia,Bulgaria,4,43.50780252,42.1685575537,25.2155290863,42.7689031797
415,Georgia,Commission Services,1,43.50780252,42.1685575537,,
416,Georgia,Denmark,1,43.50780252,42.1685575537,10.0280099191,55.9812529593
417,Georgia,Finland,2,43.50780252,42.1685575537,26.2746656042,64.4988460349
418,Georgia,Germany,5,43.50780252,42.1685575537,10.385780508,51.1069818075
419,Georgia,Greece,1,43.50780252,42.1685575537,22.9555579369,39.0746962307
420,Georgia,Lithuania,1,43.50780252,42.1685575537,23.8871935548,55.3261098445
421,Georgia,Slovakia,1,43.50780252,42.1685575537,19.4790521811,48.7054752813
422,Georgia,United States,9,43.50780252,42.1685575537,-112.4616737,45.6795472026
423,Germany,Austria,43,10.385780508,51.1069818075,14.1264760996,47.585494392
424,Germany,Belgium,12,10.385780508,51.1069818075,4.64065113918,50.6398157556
425,Germany,Croatia,3,10.385780508,51.1069818075,16.404128994,45.0804763057
426,Germany,Czech Rep.,2,10.385780508,51.1069818075,15.3124016281,49.7334123295
427,Germany,Denmark,38,10.385780508,51.1069818075,10.0280099191,55.9812529593
428,Germany,Estonia,7,10.385780508,51.1069818075,25.5424853656,58.6719297173
429,Germany,Finland,32,10.385780508,51.1069818075,26.2746656042,64.4988460349
430,Germany,France,20,10.385780508,51.1069818075,-2.76172944519,42.1734401107
431,Germany,Greece,2,10.385780508,51.1069818075,22.9555579369,39.0746962307
432,Germany,Hungary,1,10.385780508,51.1069818075,19.3955911607,47.1627750614
433,Germany,Ireland,6,10.385780508,51.1069818075,-8.13793568667,53.175448704
434,Germany,Italy,37,10.385780508,51.1069818075,12.0700133907,42.796626414
435,Germany,Japan,19,10.385780508,51.1069818075,138.030895577,37.592301353
436,Germany,Latvia,2,10.385780508,51.1069818075,24.9123598332,56.8508516268
437,Germany,Lithuania,3,10.385780508,51.1069818075,23.8871935548,55.3261098445
438,Germany,Luxembourg,3,10.385780508,51.1069818075,6.07182201066,49.7672536068
439,Germany,Malta,1,10.385780508,51.1069818075,14.4052331643,35.9214963221
440,Germany,Netherlands,39,10.385780508,51.1069818075,5.28144793007,52.1007899002
441,Germany,New Zealand,4,10.385780508,51.1069818075,171.484923466,-41.811135569
442,Germany,Norway,5,10.385780508,51.1069818075,15.3483465622,68.7501557205
443,Germany,Poland,10,10.385780508,51.1069818075,19.3901283493,52.1275956442
444,Germany,Slovakia,7,10.385780508,51.1069818075,19.4790521811,48.7054752813
445,Germany,Spain,17,10.385780508,51.1069818075,-3.64755047323,40.2444869811
446,Germany,Sweden,26,10.385780508,51.1069818075,16.7455804869,62.7796651931
447,Germany,Switzerland,9,10.385780508,51.1069818075,8.20867470615,46.7978587836
448,Germany,United Kingdom,22,10.385780508,51.1069818075,-2.86563164084,54.1238715577
449,Ghana,Belgium,5,-1.21676565807,7.95345643541,4.64065113918,50.6398157556
450,Ghana,France,1,-1.21676565807,7.95345643541,-2.76172944519,42.1734401107
451,Ghana,Germany,2,-1.21676565807,7.95345643541,10.385780508,51.1069818075
452,Ghana,Italy,2,-1.21676565807,7.95345643541,12.0700133907,42.796626414
453,Ghana,Japan,29,-1.21676565807,7.95345643541,138.030895577,37.592301353
454,Ghana,Latvia,1,-1.21676565807,7.95345643541,24.9123598332,56.8508516268
455,Ghana,New Zealand,1,-1.21676565807,7.95345643541,171.484923466,-41.811135569
456,Ghana,Portugal,1,-1.21676565807,7.95345643541,-8.50104361268,39.5955067145
457,Ghana,Spain,1,-1.21676565807,7.95345643541,-3.64755047323,40.2444869811
458,Ghana,United Kingdom,63,-1.21676565807,7.95345643541,-2.86563164084,54.1238715577
459,Greece,Cyprus,1,22.9555579369,39.0746962307,33.0060021957,34.916672112
460,Greece,Denmark,2,22.9555579369,39.0746962307,10.0280099191,55.9812529593
461,Greece,Finland,1,22.9555579369,39.0746962307,26.2746656042,64.4988460349
462,Greece,Germany,3,22.9555579369,39.0746962307,10.385780508,51.1069818075
463,Greece,Italy,11,22.9555579369,39.0746962307,12.0700133907,42.796626414
464,Greece,Netherlands,2,22.9555579369,39.0746962307,5.28144793007,52.1007899002
465,Greece,Poland,2,22.9555579369,39.0746962307,19.3901283493,52.1275956442
466,Greece,Slovakia,1,22.9555579369,39.0746962307,19.4790521811,48.7054752813
467,Greece,Slovenia,1,22.9555579369,39.0746962307,14.8044423776,46.1155477207
468,Greece,Spain,3,22.9555579369,39.0746962307,-3.64755047323,40.2444869811
469,Greece,Switzerland,1,22.9555579369,39.0746962307,8.20867470615,46.7978587836
470,Greece,United Kingdom,2,22.9555579369,39.0746962307,-2.86563164084,54.1238715577
471,Greece,United States,1,22.9555579369,39.0746962307,-112.4616737,45.6795472026
472,Greenland,Estonia,1,-41.34191127,74.7105128864,25.5424853656,58.6719297173
473,Guatemala,Australia,1,-90.3648200858,15.694036635,134.491000082,-25.7328870417
474,Guatemala,Denmark,1,-90.3648200858,15.694036635,10.0280099191,55.9812529593
475,Guatemala,Finland,1,-90.3648200858,15.694036635,26.2746656042,64.4988460349
476,Guatemala,Japan,1,-90.3648200858,15.694036635,138.030895577,37.592301353
477,Guatemala,Netherlands,1,-90.3648200858,15.694036635,5.28144793007,52.1007899002
478,Guinea,Belgium,1,-10.9406661161,10.4362159331,4.64065113918,50.6398157556
479,Guinea,Germany,1,-10.9406661161,10.4362159331,10.385780508,51.1069818075
480,Guinea,Netherlands,1,-10.9406661161,10.4362159331,5.28144793007,52.1007899002
481,Guinea,Switzerland,1,-10.9406661161,10.4362159331,8.20867470615,46.7978587836
482,Guinea-Bissau,Portugal,1,-14.9497244459,12.0474494815,-8.50104361268,39.5955067145
483,Guyana,France,1,-58.9820245893,4.79378034012,-2.76172944519,42.1734401107
484,Honduras,Germany,1,-86.6151660963,14.8268816519,10.385780508,51.1069818075
485,Honduras,Italy,1,-86.6151660963,14.8268816519,12.0700133907,42.796626414
486,Honduras,Japan,1,-86.6151660963,14.8268816519,138.030895577,37.592301353
487,Honduras,Netherlands,1,-86.6151660963,14.8268816519,5.28144793007,52.1007899002
488,Hong Kong,Belgium,3,114.113804542,22.3982773723,4.64065113918,50.6398157556
489,Hong Kong,Croatia,1,114.113804542,22.3982773723,16.404128994,45.0804763057
490,Hong Kong,Czech Rep.,1,114.113804542,22.3982773723,15.3124016281,49.7334123295
491,Hong Kong,Finland,1,114.113804542,22.3982773723,26.2746656042,64.4988460349
492,Hong Kong,France,1,114.113804542,22.3982773723,-2.76172944519,42.1734401107
493,Hong Kong,Germany,1,114.113804542,22.3982773723,10.385780508,51.1069818075
494,Hong Kong,Hungary,1,114.113804542,22.3982773723,19.3955911607,47.1627750614
495,Hong Kong,Italy,6,114.113804542,22.3982773723,12.0700133907,42.796626414
496,Hong Kong,Japan,3,114.113804542,22.3982773723,138.030895577,37.592301353
497,Hong Kong,Malta,1,114.113804542,22.3982773723,14.4052331643,35.9214963221
498,Hong Kong,Netherlands,4,114.113804542,22.3982773723,5.28144793007,52.1007899002
499,Hong Kong,Slovakia,1,114.113804542,22.3982773723,19.4790521811,48.7054752813
500,Hong Kong,Spain,1,114.113804542,22.3982773723,-3.64755047323,40.2444869811
501,Hong Kong,United Kingdom,6,114.113804542,22.3982773723,-2.86563164084,54.1238715577
502,Hungary,Argentina,1,19.3955911607,47.1627750614,-65.179806925,-35.3813487953
503,Hungary,Austria,6,19.3955911607,47.1627750614,14.1264760996,47.585494392
504,Hungary,Belgium,5,19.3955911607,47.1627750614,4.64065113918,50.6398157556
505,Hungary,Croatia,7,19.3955911607,47.1627750614,16.404128994,45.0804763057
506,Hungary,Czech Rep.,5,19.3955911607,47.1627750614,15.3124016281,49.7334123295
507,Hungary,Denmark,4,19.3955911607,47.1627750614,10.0280099191,55.9812529593
508,Hungary,Estonia,1,19.3955911607,47.1627750614,25.5424853656,58.6719297173
509,Hungary,Finland,2,19.3955911607,47.1627750614,26.2746656042,64.4988460349
510,Hungary,France,6,19.3955911607,47.1627750614,-2.76172944519,42.1734401107
511,Hungary,Germany,7,19.3955911607,47.1627750614,10.385780508,51.1069818075
512,Hungary,Italy,29,19.3955911607,47.1627750614,12.0700133907,42.796626414
513,Hungary,Japan,2,19.3955911607,47.1627750614,138.030895577,37.592301353
514,Hungary,Lithuania,4,19.3955911607,47.1627750614,23.8871935548,55.3261098445
515,Hungary,Netherlands,4,19.3955911607,47.1627750614,5.28144793007,52.1007899002
516,Hungary,Poland,2,19.3955911607,47.1627750614,19.3901283493,52.1275956442
517,Hungary,Romania,4,19.3955911607,47.1627750614,24.9729303933,45.8524312742
518,Hungary,Slovakia,7,19.3955911607,47.1627750614,19.4790521811,48.7054752813
519,Hungary,Slovenia,7,19.3955911607,47.1627750614,14.8044423776,46.1155477207
520,Hungary,Sweden,3,19.3955911607,47.1627750614,16.7455804869,62.7796651931
521,Hungary,United Kingdom,1,19.3955911607,47.1627750614,-2.86563164084,54.1238715577
522,INFOSAN,Germany,1,,,10.385780508,51.1069818075
523,INFOSAN,Italy,1,,,12.0700133907,42.796626414
524,INFOSAN,United Kingdom,3,,,-2.86563164084,54.1238715577
525,Iceland,Belgium,1,-18.5739616708,64.9957538607,4.64065113918,50.6398157556
526,Iceland,Denmark,3,-18.5739616708,64.9957538607,10.0280099191,55.9812529593
527,Iceland,France,5,-18.5739616708,64.9957538607,-2.76172944519,42.1734401107
528,Iceland,Norway,2,-18.5739616708,64.9957538607,15.3483465622,68.7501557205
529,Iceland,United Kingdom,15,-18.5739616708,64.9957538607,-2.86563164084,54.1238715577
530,India,Austria,8,79.6119761026,22.8857821183,14.1264760996,47.585494392
531,India,Belgium,15,79.6119761026,22.8857821183,4.64065113918,50.6398157556
532,India,Bulgaria,1,79.6119761026,22.8857821183,25.2155290863,42.7689031797
533,India,Canada,2,79.6119761026,22.8857821183,-98.3077702819,61.3620632437
534,India,Croatia,1,79.6119761026,22.8857821183,16.404128994,45.0804763057
535,India,Cyprus,9,79.6119761026,22.8857821183,33.0060021957,34.916672112
536,India,Czech Rep.,2,79.6119761026,22.8857821183,15.3124016281,49.7334123295
537,India,Denmark,6,79.6119761026,22.8857821183,10.0280099191,55.9812529593
538,India,Estonia,2,79.6119761026,22.8857821183,25.5424853656,58.6719297173
539,India,Finland,15,79.6119761026,22.8857821183,26.2746656042,64.4988460349
540,India,France,27,79.6119761026,22.8857821183,-2.76172944519,42.1734401107
541,India,Germany,52,79.6119761026,22.8857821183,10.385780508,51.1069818075
542,India,Greece,37,79.6119761026,22.8857821183,22.9555579369,39.0746962307
543,India,Hong Kong,1,79.6119761026,22.8857821183,114.113804542,22.3982773723
544,India,Hungary,4,79.6119761026,22.8857821183,19.3955911607,47.1627750614
545,India,Iceland,1,79.6119761026,22.8857821183,-18.5739616708,64.9957538607
546,India,Ireland,6,79.6119761026,22.8857821183,-8.13793568667,53.175448704
547,India,Italy,53,79.6119761026,22.8857821183,12.0700133907,42.796626414
548,India,Japan,49,79.6119761026,22.8857821183,138.030895577,37.592301353
549,India,Lithuania,2,79.6119761026,22.8857821183,23.8871935548,55.3261098445
550,India,Netherlands,40,79.6119761026,22.8857821183,5.28144793007,52.1007899002
551,India,Norway,10,79.6119761026,22.8857821183,15.3483465622,68.7501557205
552,India,Poland,27,79.6119761026,22.8857821183,19.3901283493,52.1275956442
553,India,Portugal,7,79.6119761026,22.8857821183,-8.50104361268,39.5955067145
554,India,Romania,8,79.6119761026,22.8857821183,24.9729303933,45.8524312742
555,India,Slovakia,1,79.6119761026,22.8857821183,19.4790521811,48.7054752813
556,India,Slovenia,5,79.6119761026,22.8857821183,14.8044423776,46.1155477207
557,India,Spain,31,79.6119761026,22.8857821183,-3.64755047323,40.2444869811
558,India,Sweden,5,79.6119761026,22.8857821183,16.7455804869,62.7796651931
559,India,Switzerland,8,79.6119761026,22.8857821183,8.20867470615,46.7978587836
560,India,United Kingdom,198,79.6119761026,22.8857821183,-2.86563164084,54.1238715577
561,Indonesia,Croatia,1,117.240113662,-2.21505456346,16.404128994,45.0804763057
562,Indonesia,Denmark,1,117.240113662,-2.21505456346,10.0280099191,55.9812529593
563,Indonesia,Estonia,1,117.240113662,-2.21505456346,25.5424853656,58.6719297173
564,Indonesia,France,7,117.240113662,-2.21505456346,-2.76172944519,42.1734401107
565,Indonesia,Germany,6,117.240113662,-2.21505456346,10.385780508,51.1069818075
566,Indonesia,Greece,4,117.240113662,-2.21505456346,22.9555579369,39.0746962307
567,Indonesia,Hong Kong,1,117.240113662,-2.21505456346,114.113804542,22.3982773723
568,Indonesia,Italy,16,117.240113662,-2.21505456346,12.0700133907,42.796626414
569,Indonesia,Japan,34,117.240113662,-2.21505456346,138.030895577,37.592301353
570,Indonesia,Netherlands,19,117.240113662,-2.21505456346,5.28144793007,52.1007899002
571,Indonesia,Poland,4,117.240113662,-2.21505456346,19.3901283493,52.1275956442
572,Indonesia,Portugal,3,117.240113662,-2.21505456346,-8.50104361268,39.5955067145
573,Indonesia,Slovenia,4,117.240113662,-2.21505456346,14.8044423776,46.1155477207
574,Indonesia,Spain,4,117.240113662,-2.21505456346,-3.64755047323,40.2444869811
575,Indonesia,Switzerland,1,117.240113662,-2.21505456346,8.20867470615,46.7978587836
576,Indonesia,United Kingdom,4,117.240113662,-2.21505456346,-2.86563164084,54.1238715577
577,Indonesia,United States,2,117.240113662,-2.21505456346,-112.4616737,45.6795472026
578,Iran,Austria,1,54.2740700448,32.575032915,14.1264760996,47.585494392
579,Iran,Belgium,1,54.2740700448,32.575032915,4.64065113918,50.6398157556
580,Iran,Croatia,2,54.2740700448,32.575032915,16.404128994,45.0804763057
581,Iran,Czech Rep.,1,54.2740700448,32.575032915,15.3124016281,49.7334123295
582,Iran,Denmark,1,54.2740700448,32.575032915,10.0280099191,55.9812529593
583,Iran,France,4,54.2740700448,32.575032915,-2.76172944519,42.1734401107
584,Iran,Germany,5,54.2740700448,32.575032915,10.385780508,51.1069818075
585,Iran,Greece,3,54.2740700448,32.575032915,22.9555579369,39.0746962307
586,Iran,Hungary,1,54.2740700448,32.575032915,19.3955911607,47.1627750614
587,Iran,Italy,4,54.2740700448,32.575032915,12.0700133907,42.796626414
588,Iran,Japan,11,54.2740700448,32.575032915,138.030895577,37.592301353
589,Iran,Latvia,2,54.2740700448,32.575032915,24.9123598332,56.8508516268
590,Iran,Malta,1,54.2740700448,32.575032915,14.4052331643,35.9214963221
591,Iran,Norway,5,54.2740700448,32.575032915,15.3483465622,68.7501557205
592,Iran,Portugal,1,54.2740700448,32.575032915,-8.50104361268,39.5955067145
593,Iran,Slovakia,1,54.2740700448,32.575032915,19.4790521811,48.7054752813
594,Iran,Spain,2,54.2740700448,32.575032915,-3.64755047323,40.2444869811
595,Iran,Sweden,4,54.2740700448,32.575032915,16.7455804869,62.7796651931
596,Iran,Switzerland,1,54.2740700448,32.575032915,8.20867470615,46.7978587836
597,Iran,United Kingdom,19,54.2740700448,32.575032915,-2.86563164084,54.1238715577
598,Ireland,Belgium,1,-8.13793568667,53.175448704,4.64065113918,50.6398157556
599,Ireland,Czech Rep.,1,-8.13793568667,53.175448704,15.3124016281,49.7334123295
600,Ireland,Denmark,1,-8.13793568667,53.175448704,10.0280099191,55.9812529593
601,Ireland,Finland,1,-8.13793568667,53.175448704,26.2746656042,64.4988460349
602,Ireland,France,10,-8.13793568667,53.175448704,-2.76172944519,42.1734401107
603,Ireland,Germany,1,-8.13793568667,53.175448704,10.385780508,51.1069818075
604,Ireland,Italy,11,-8.13793568667,53.175448704,12.0700133907,42.796626414
605,Ireland,Japan,4,-8.13793568667,53.175448704,138.030895577,37.592301353
606,Ireland,Netherlands,12,-8.13793568667,53.175448704,5.28144793007,52.1007899002
607,Ireland,Norway,1,-8.13793568667,53.175448704,15.3483465622,68.7501557205
608,Ireland,Slovakia,1,-8.13793568667,53.175448704,19.4790521811,48.7054752813
609,Ireland,Slovenia,1,-8.13793568667,53.175448704,14.8044423776,46.1155477207
610,Ireland,Spain,1,-8.13793568667,53.175448704,-3.64755047323,40.2444869811
611,Ireland,Sweden,2,-8.13793568667,53.175448704,16.7455804869,62.7796651931
612,Ireland,United Kingdom,17,-8.13793568667,53.175448704,-2.86563164084,54.1238715577
613,Ireland,United States,1,-8.13793568667,53.175448704,-112.4616737,45.6795472026
614,Israel,Belgium,1,35.0044469277,31.4611010118,4.64065113918,50.6398157556
615,Israel,Commission Services,1,35.0044469277,31.4611010118,,
616,Israel,Cyprus,2,35.0044469277,31.4611010118,33.0060021957,34.916672112
617,Israel,Finland,7,35.0044469277,31.4611010118,26.2746656042,64.4988460349
618,Israel,Germany,1,35.0044469277,31.4611010118,10.385780508,51.1069818075
619,Israel,Latvia,1,35.0044469277,31.4611010118,24.9123598332,56.8508516268
620,Israel,Netherlands,1,35.0044469277,31.4611010118,5.28144793007,52.1007899002
621,Israel,Slovakia,2,35.0044469277,31.4611010118,19.4790521811,48.7054752813
622,Israel,Slovenia,1,35.0044469277,31.4611010118,14.8044423776,46.1155477207
623,Israel,Spain,1,35.0044469277,31.4611010118,-3.64755047323,40.2444869811
624,Israel,Sweden,1,35.0044469277,31.4611010118,16.7455804869,62.7796651931
625,Israel,United Kingdom,3,35.0044469277,31.4611010118,-2.86563164084,54.1238715577
626,Israel,United States,7,35.0044469277,31.4611010118,-112.4616737,45.6795472026
627,Italy,Australia,1,12.0700133907,42.796626414,134.491000082,-25.7328870417
628,Italy,Austria,41,12.0700133907,42.796626414,14.1264760996,47.585494392
629,Italy,Belgium,19,12.0700133907,42.796626414,4.64065113918,50.6398157556
630,Italy,Canada,1,12.0700133907,42.796626414,-98.3077702819,61.3620632437
631,Italy,Croatia,7,12.0700133907,42.796626414,16.404128994,45.0804763057
632,Italy,Czech Rep.,7,12.0700133907,42.796626414,15.3124016281,49.7334123295
633,Italy,Denmark,19,12.0700133907,42.796626414,10.0280099191,55.9812529593
634,Italy,Estonia,1,12.0700133907,42.796626414,25.5424853656,58.6719297173
635,Italy,Finland,5,12.0700133907,42.796626414,26.2746656042,64.4988460349
636,Italy,France,39,12.0700133907,42.796626414,-2.76172944519,42.1734401107
637,Italy,Germany,43,12.0700133907,42.796626414,10.385780508,51.1069818075
638,Italy,Greece,5,12.0700133907,42.796626414,22.9555579369,39.0746962307
639,Italy,Hungary,3,12.0700133907,42.796626414,19.3955911607,47.1627750614
640,Italy,Ireland,2,12.0700133907,42.796626414,-8.13793568667,53.175448704
641,Italy,Israel,1,12.0700133907,42.796626414,35.0044469277,31.4611010118
642,Italy,Japan,89,12.0700133907,42.796626414,138.030895577,37.592301353
643,Italy,Lithuania,1,12.0700133907,42.796626414,23.8871935548,55.3261098445
644,Italy,Malta,8,12.0700133907,42.796626414,14.4052331643,35.9214963221
645,Italy,Netherlands,12,12.0700133907,42.796626414,5.28144793007,52.1007899002
646,Italy,Norway,7,12.0700133907,42.796626414,15.3483465622,68.7501557205
647,Italy,Poland,3,12.0700133907,42.796626414,19.3901283493,52.1275956442
648,Italy,Slovakia,1,12.0700133907,42.796626414,19.4790521811,48.7054752813
649,Italy,Slovenia,4,12.0700133907,42.796626414,14.8044423776,46.1155477207
650,Italy,Spain,27,12.0700133907,42.796626414,-3.64755047323,40.2444869811
651,Italy,Sweden,29,12.0700133907,42.796626414,16.7455804869,62.7796651931
652,Italy,Switzerland,10,12.0700133907,42.796626414,8.20867470615,46.7978587836
653,Italy,United Kingdom,6,12.0700133907,42.796626414,-2.86563164084,54.1238715577
654,Italy,United States,3,12.0700133907,42.796626414,-112.4616737,45.6795472026
655,Ivory Coast,Japan,4,,,138.030895577,37.592301353
656,Japan,Croatia,1,138.030895577,37.592301353,16.404128994,45.0804763057
657,Japan,Finland,7,138.030895577,37.592301353,26.2746656042,64.4988460349
658,Japan,Germany,1,138.030895577,37.592301353,10.385780508,51.1069818075
659,Japan,Hong Kong,5,138.030895577,37.592301353,114.113804542,22.3982773723
660,Japan,Iceland,1,138.030895577,37.592301353,-18.5739616708,64.9957538607
661,Japan,Poland,2,138.030895577,37.592301353,19.3901283493,52.1275956442
662,Japan,Portugal,1,138.030895577,37.592301353,-8.50104361268,39.5955067145
663,Japan,Slovenia,1,138.030895577,37.592301353,14.8044423776,46.1155477207
664,Japan,Spain,1,138.030895577,37.592301353,-3.64755047323,40.2444869811
665,Japan,Switzerland,5,138.030895577,37.592301353,8.20867470615,46.7978587836
666,Japan,United Kingdom,1,138.030895577,37.592301353,-2.86563164084,54.1238715577
667,Japan,United States,3,138.030895577,37.592301353,-112.4616737,45.6795472026
668,Jordan,Germany,4,36.7713610402,31.2457909121,10.385780508,51.1069818075
669,Jordan,Ireland,1,36.7713610402,31.2457909121,-8.13793568667,53.175448704
670,Jordan,Malta,2,36.7713610402,31.2457909121,14.4052331643,35.9214963221
671,Jordan,Netherlands,1,36.7713610402,31.2457909121,5.28144793007,52.1007899002
672,Jordan,Poland,1,36.7713610402,31.2457909121,19.3901283493,52.1275956442
